,RADIO,circuito,RADIO.CIRCUITO
2066,20100106,0103,20100103
2067,20100107,0103,20100103
2068,20100108,0103,20100103
2069,20100201,0103,20100103
2070,20100202,0103,20100103
2071,20100203,0103,20100103
2072,20100204,0103,20100103
2073,20100205,0103,20100103
2074,20100206,0103,20100103
2075,20100207,0103,20100103
2076,20100208,0103,20100103
2077,20100301,0102,20100102
2078,20100302,0102,20100102
2079,20100303,0102,20100102
2080,20100304,0102,20100102
2081,20100305,0102,20100102
2082,20100306,0102,20100102
2083,20100307,0102,20100102
2084,20100308,0102,20100102
2085,20100401,0102,20100102
2086,20100402,0102,20100102
2087,20100403,0102,20100102
2088,20100404,0102,20100102
2089,20100405,0102,20100102
2090,20100406,0102,20100102
2091,20100407,0102,20100102
2092,20100408,0102,20100102
2093,20100409,0102,20100102
2094,20100501,0104,20100104
2095,20100502,0104,20100104
2096,20100503,0104,20100104
2097,20100504,0104,20100104
2098,20100505,0104,20100104
2099,20100506,0104,20100104
2100,20100507,0104,20100104
2101,20100508,0104,20100104
2102,20100509,0104,20100104
2103,20100510,0104,20100104
2104,20100511,0104,20100104
2105,20100512,0104,20100104
2106,20100513,0104,20100104
2107,20100514,0104,20100104
2108,20100601,0105,20100105
2109,20100602,0105,20100105
2110,20100603,0105,20100105
2111,20100604,0105,20100105
2112,20100605,0105,20100105
2113,20100606,0105,20100105
2114,20100607,0105,20100105
2115,20100608,0105,20100105
2116,20100609,0105,20100105
2117,20100610,0105,20100105
2118,20100611,0105,20100105
2119,20100612,0105,20100105
2120,20100613,0105,20100105
2121,20100701,0104,20100104
2122,20100702,0104,20100104
2123,20100703,0105,20100105
2124,20100704,0105,20100105
2125,20100705,0105,20100105
2126,20100706,0105,20100105
2127,20100707,0105,20100105
2128,20100708,0105,20100105
2129,20100709,0105,20100105
2130,20100710,0105,20100105
2131,20100801,0106,20100106
2132,20100802,0106,20100106
2133,20100803,0106,20100106
2134,20100804,0106,20100106
2135,20100805,0106,20100106
2136,20100806,0106,20100106
2137,20100807,0106,20100106
2138,20100808,0106,20100106
2139,20100809,0106,20100106
2140,20100901,0108,20100108
2141,20100902,0108,20100108
2142,20100903,0108,20100108
2143,20100904,0108,20100108
2144,20100905,0108,20100108
2145,20100906,0108,20100108
2146,20100907,0108,20100108
2147,20100908,0108,20100108
2148,20100909,0108,20100108
2149,20100910,0108,20100108
2150,20101001,0110,20100110
2151,20101002,0110,20100110
2152,20101003,0110,20100110
2153,20101004,0110,20100110
2154,20101005,0110,20100110
2155,20101006,0110,20100110
2156,20101007,0110,20100110
2157,20101008,0110,20100110
2158,20101009,0110,20100110
2159,20101010,0110,20100110
2160,20101011,0110,20100110
2161,20101012,0110,20100110
2162,20101101,0111,20100111
2163,20101102,0111,20100111
2164,20101103,0111,20100111
2165,20101104,0111,20100111
2166,20101105,0111,20100111
2167,20101106,0111,20100111
2168,20101107,0111,20100111
2169,20101108,0111,20100111
2170,20101109,0111,20100111
2171,20101110,0111,20100111
2172,20101111,0111,20100111
2173,20101201,0111,20100111
2174,20101202,0111,20100111
2175,20101203,0111,20100111
2176,20101204,0111,20100111
2177,20101205,0111,20100111
2178,20101206,0111,20100111
2179,20101207,0111,20100111
2180,20101208,0111,20100111
2181,20101209,0111,20100111
2182,20101210,0111,20100111
2183,20101301,0108,20100108
2184,20101302,0108,20100108
2185,20101303,0108,20100108
2186,20101304,0108,20100108
2187,20101305,0109,20100109
2188,20101306,0109,20100109
2189,20101307,0109,20100109
2190,20101308,0109,20100109
2191,20101309,0109,20100109
2192,20101310,0109,20100109
2193,20101311,0109,20100109
2194,20101312,0109,20100109
2195,20101401,0108,20100108
2196,20101402,0108,20100108
2197,20101403,0109,20100109
2198,20101404,0109,20100109
2199,20101405,0109,20100109
2200,20101406,0109,20100109
2201,20101407,0109,20100109
2202,20101408,0109,20100109
2203,20101409,0109,20100109
2204,20101410,0109,20100109
2205,20101411,0109,20100109
2206,20101501,0106,20100106
2207,20101502,0106,20100106
2208,20101503,0106,20100106
2209,20101504,0106,20100106
2210,20101505,0106,20100106
2211,20101506,0107,20100107
2212,20101507,0107,20100107
2213,20101508,0107,20100107
2214,20101509,0107,20100107
2215,20101601,0107,20100107
2216,20101602,0107,20100107
2217,20101603,0107,20100107
2218,20101604,0107,20100107
2219,20101605,0107,20100107
2220,20101606,0107,20100107
2221,20101607,0107,20100107
2222,20101608,0107,20100107
2223,20101609,0107,20100107
2224,20101701,0107,20100107
2225,20101702,0107,20100107
2226,20101703,0107,20100107
2227,20101704,0107,20100107
2228,20101705,0107,20100107
2229,20101706,0107,20100107
2230,20101707,0107,20100107
2231,20101708,0107,20100107
2232,20101709,0107,20100107
2233,20101710,0107,20100107
2234,20101801,0109,20100109
2235,20101802,0109,20100109
2236,20101803,0109,20100109
2237,20101804,0109,20100109
2238,20101805,0109,20100109
2239,20101806,0109,20100109
2240,20101807,0109,20100109
2241,20101808,0109,20100109
2242,20101809,0109,20100109
2243,20101810,0109,20100109
2244,20101811,0109,20100109
2245,20101812,0109,20100109
2246,20101901,0112,20100112
2247,20101902,0112,20100112
2248,20101903,0112,20100112
2249,20101904,0112,20100112
2250,20101905,0112,20100112
2251,20101906,0112,20100112
2252,20101907,0112,20100112
2253,20101908,0112,20100112
2254,20101909,0112,20100112
2255,20101910,0112,20100112
2256,20101911,0112,20100112
2257,20101912,0112,20100112
2258,20110101,0123,20110123
2259,20110102,0123,20110123
2260,20110103,0123,20110123
2261,20110104,0123,20110123
2262,20110105,0123,20110123
2263,20110106,0123,20110123
2264,20110107,0123,20110123
2265,20110108,0123,20110123
2266,20110109,0123,20110123
2267,20110110,0123,20110123
2268,20110111,0123,20110123
2269,20110112,0123,20110123
2270,20110201,0123,20110123
2271,20110202,0123,20110123
2272,20110203,0123,20110123
2273,20110204,0123,20110123
2274,20110205,0123,20110123
2275,20110206,0123,20110123
2276,20110207,0122,20110122
2277,20110208,0122,20110122
2278,20110209,0122,20110122
2279,20110210,0122,20110122
2280,20110211,0122,20110122
2281,20110301,0122,20110122
2282,20110302,0122,20110122
2283,20110303,0122,20110122
2284,20110304,0122,20110122
2285,20110305,0122,20110122
2286,20110306,0122,20110122
2287,20110307,0122,20110122
2288,20110308,0122,20110122
2289,20110309,0122,20110122
2290,20110310,0122,20110122
2291,20110311,0122,20110122
2292,20110312,0120,20110120
2293,20110401,0120,20110120
2294,20110402,0120,20110120
2295,20110403,0122,20110122
2296,20110404,0122,20110122
2297,20110405,0122,20110122
2298,20110406,0120,20110120
2299,20110407,0120,20110120
2300,20110408,0120,20110120
2301,20110409,0120,20110120
2302,20110410,0120,20110120
2303,20110411,0120,20110120
2304,20110412,0120,20110120
2305,20110413,0120,20110120
2306,20110501,0121,20110121
2307,20110502,0121,20110121
2308,20110503,0121,20110121
2309,20110504,0121,20110121
2310,20110505,0121,20110121
2311,20110506,0121,20110121
2312,20110507,0121,20110121
2313,20110508,0121,20110121
2314,20110509,0121,20110121
2315,20110510,0121,20110121
2316,20110601,0120,20110120
2317,20110602,0120,20110120
2318,20110603,0120,20110120
2319,20110604,0121,20110121
2320,20110605,0121,20110121
2321,20110606,0121,20110121
2322,20110607,0121,20110121
2323,20110608,0121,20110121
2324,20110609,0121,20110121
2325,20110610,0121,20110121
2326,20110611,0121,20110121
2327,20110701,0121,20110121
2328,20110702,0120,20110120
2329,20110703,0120,20110120
2330,20110704,0120,20110120
2331,20110705,0120,20110120
2332,20110706,0120,20110120
2333,20110707,0120,20110120
2334,20110708,0120,20110120
2335,20110709,0120,20110120
2336,20110710,0120,20110120
2337,20110711,0120,20110120
2338,20110712,0121,20110121
2339,20110801,0119,20110119
2340,20110802,0119,20110119
2341,20110803,0119,20110119
2342,20110804,0119,20110119
2343,20110805,0119,20110119
2344,20110806,0119,20110119
2345,20110807,0119,20110119
2346,20110808,0119,20110119
2347,20110809,0119,20110119
2348,20110901,0119,20110119
2349,20110902,0119,20110119
2350,20110903,0118,20110118
2351,20110904,0118,20110118
2352,20110905,0118,20110118
2353,20110906,0118,20110118
2354,20110907,0118,20110118
2355,20110908,0118,20110118
2356,20110909,0118,20110118
2357,20110910,0118,20110118
2358,20110911,0118,20110118
2359,20110912,0118,20110118
2360,20111001,0118,20110118
2361,20111002,0118,20110118
2362,20111003,0118,20110118
2363,20111004,0118,20110118
2364,20111005,0118,20110118
2365,20111006,0118,20110118
2366,20111007,0118,20110118
2367,20111008,0118,20110118
2368,20111009,0118,20110118
2369,20111010,0118,20110118
2370,20111101,0117,20110117
2371,20111102,0117,20110117
2372,20111103,0117,20110117
2373,20111104,0117,20110117
2374,20111105,0117,20110117
2375,20111106,0117,20110117
2376,20111107,0117,20110117
2377,20111108,0117,20110117
2378,20111109,0117,20110117
2379,20111201,0117,20110117
2380,20111202,0117,20110117
2381,20111203,0117,20110117
2382,20111204,0117,20110117
2383,20111205,0117,20110117
2384,20111206,0117,20110117
2385,20111207,0117,20110117
2386,20111208,0117,20110117
2387,20111209,0117,20110117
2388,20111210,0117,20110117
2389,20111301,0117,20110117
2390,20111302,0119,20110119
2391,20111303,0117,20110117
2392,20111304,0119,20110119
2393,20111305,0117,20110117
2394,20111306,0117,20110117
2395,20111307,0117,20110117
2396,20111308,0117,20110117
2397,20111309,0117,20110117
2398,20111310,0119,20110119
2399,20111311,0119,20110119
2400,20111401,0119,20110119
2401,20111402,0119,20110119
2402,20111403,0119,20110119
2403,20111404,0119,20110119
2404,20111405,0119,20110119
2405,20111406,0119,20110119
2406,20111407,0119,20110119
2407,20111501,0113,20110113
2408,20111502,0113,20110113
2409,20111503,0113,20110113
2410,20111504,0113,20110113
2411,20111505,0113,20110113
2412,20111506,0114,20110114
2413,20111507,0114,20110114
2414,20111508,0114,20110114
2415,20111509,0114,20110114
2416,20111510,0114,20110114
2417,20111511,0114,20110114
2418,20111601,0113,20110113
2419,20111602,0114,20110114
2420,20111603,0114,20110114
2421,20111604,0114,20110114
2422,20111605,0114,20110114
2423,20111606,0114,20110114
2424,20111607,0114,20110114
2425,20111608,0114,20110114
2426,20111609,0114,20110114
2427,20111610,0114,20110114
2428,20111701,0113,20110113
2429,20111702,0113,20110113
2430,20111703,0113,20110113
2431,20111704,0113,20110113
2432,20111705,0113,20110113
2433,20111706,0113,20110113
2434,20111707,0113,20110113
2435,20111708,0113,20110113
2436,20111801,0113,20110113
2437,20111802,0114,20110114
2438,20111803,0114,20110114
2439,20111804,0114,20110114
2440,20111805,0114,20110114
2441,20111806,0114,20110114
2442,20111807,0114,20110114
2443,20111808,0114,20110114
2444,20111809,0113,20110113
2445,20111901,0115,20110115
2446,20111902,0115,20110115
2447,20111903,0115,20110115
2448,20111904,0115,20110115
2449,20111905,0115,20110115
2450,20111906,0115,20110115
2451,20111907,0115,20110115
2452,20111908,0115,20110115
2453,20111909,0115,20110115
2454,20112001,0116,20110116
2455,20112002,0116,20110116
2456,20112003,0116,20110116
2457,20112004,0116,20110116
2458,20112005,0115,20110115
2459,20112006,0115,20110115
2460,20112007,0115,20110115
2461,20112008,0116,20110116
2462,20112009,0116,20110116
2463,20112010,0116,20110116
2464,20112011,0115,20110115
2465,20112101,0116,20110116
2466,20112102,0116,20110116
2467,20112103,0116,20110116
2468,20112104,0116,20110116
2469,20112105,0116,20110116
2470,20112106,0116,20110116
2471,20112107,0116,20110116
2472,20112108,0116,20110116
2473,20112109,0116,20110116
2474,20112110,0116,20110116
2475,20112111,0116,20110116
2476,20112201,0116,20110116
2477,20112202,0116,20110116
2478,20112203,0116,20110116
2479,20112204,0115,20110115
2480,20112205,0115,20110115
2481,20112206,0115,20110115
2482,20112207,0116,20110116
2483,20112208,0116,20110116
2484,20112209,0116,20110116
2485,20112210,0116,20110116
2486,20112211,0116,20110116
2487,20120101,0131,20120131
2488,20120102,0131,20120131
2489,20120103,0131,20120131
2490,20120104,0132,20120132
2491,20120105,0132,20120132
2492,20120106,0132,20120132
2493,20120107,0132,20120132
2494,20120108,0132,20120132
2495,20120109,0132,20120132
2496,20120110,0132,20120132
2497,20120111,0132,20120132
2498,20120201,0132,20120132
2499,20120202,0132,20120132
2500,20120203,0132,20120132
2501,20120204,0131,20120131
2502,20120205,0131,20120131
2503,20120206,0131,20120131
2504,20120207,0131,20120131
2505,20120208,0132,20120132
2506,20120301,0132,20120132
2507,20120302,0132,20120132
2508,20120303,0133,20120133
2509,20120304,0133,20120133
2510,20120305,0132,20120132
2511,20120306,0132,20120132
2512,20120307,0132,20120132
2513,20120308,0133,20120133
2514,20120309,0133,20120133
2515,20120310,0132,20120132
2516,20120311,0132,20120132
2517,20120401,0133,20120133
2518,20120402,0133,20120133
2519,20120403,0133,20120133
2520,20120404,0133,20120133
2521,20120405,0133,20120133
2522,20120406,0133,20120133
2523,20120407,0133,20120133
2524,20120408,0133,20120133
2525,20120409,0133,20120133
2526,20120410,0133,20120133
2527,20120501,0133,20120133
2528,20120502,0133,20120133
2529,20120503,0133,20120133
2530,20120504,0133,20120133
2531,20120505,0133,20120133
2532,20120506,0133,20120133
2533,20120507,0133,20120133
2534,20120508,0133,20120133
2535,20120509,0133,20120133
2536,20120510,0133,20120133
2537,20120511,0133,20120133
2538,20120601,0132,20120132
2539,20120602,0132,20120132
2540,20120603,0132,20120132
2541,20120604,0133,20120133
2542,20120605,0132,20120132
2543,20120606,0133,20120133
2544,20120607,0133,20120133
2545,20120608,0132,20120132
2546,20120609,0132,20120132
2547,20120610,0132,20120132
2548,20120701,0130,20120130
2549,20120702,0130,20120130
2550,20120703,0130,20120130
2551,20120704,0130,20120130
2552,20120705,0130,20120130
2553,20120706,0130,20120130
2554,20120707,0130,20120130
2555,20120708,0130,20120130
2556,20120709,0130,20120130
2557,20120710,0130,20120130
2558,20120801,0130,20120130
2559,20120802,0130,20120130
2560,20120803,0130,20120130
2561,20120804,0130,20120130
2562,20120805,0130,20120130
2563,20120806,0130,20120130
2564,20120807,0130,20120130
2565,20120808,0130,20120130
2566,20120809,0130,20120130
2567,20120810,0130,20120130
2568,20120811,0130,20120130
2569,20120901,0126,20120126
2570,20120902,0126,20120126
2571,20120903,0128,20120128
2572,20120904,0128,20120128
2573,20120905,0128,20120128
2574,20120906,0128,20120128
2575,20120907,0128,20120128
2576,20121001,0128,20120128
2577,20121002,0128,20120128
2578,20121003,0128,20120128
2579,20121004,0128,20120128
2580,20121005,0129,20120129
2581,20121006,0128,20120128
2582,20121007,0128,20120128
2583,20121008,0128,20120128
2584,20121009,0128,20120128
2585,20121010,0129,20120129
2586,20121011,0129,20120129
2587,20121101,0129,20120129
2588,20121102,0129,20120129
2589,20121103,0129,20120129
2590,20121104,0129,20120129
2591,20121105,0129,20120129
2592,20121106,0129,20120129
2593,20121107,0129,20120129
2594,20121108,0129,20120129
2595,20121109,0129,20120129
2596,20121110,0129,20120129
2597,20121111,0129,20120129
2598,20121201,0129,20120129
2599,20121202,0129,20120129
2600,20121203,0129,20120129
2601,20121204,0129,20120129
2602,20121205,0129,20120129
2603,20121206,0129,20120129
2604,20121207,0129,20120129
2605,20121208,0129,20120129
2606,20121301,0129,20120129
2607,20121302,0129,20120129
2608,20121303,0129,20120129
2609,20121304,0129,20120129
2610,20121305,0129,20120129
2611,20121306,0129,20120129
2612,20121307,0129,20120129
2613,20121401,0127,20120127
2614,20121402,0127,20120127
2615,20121403,0127,20120127
2616,20121404,0127,20120127
2617,20121405,0127,20120127
2618,20121406,0127,20120127
2619,20121407,0127,20120127
2620,20121408,0127,20120127
2621,20121409,0127,20120127
2622,20121410,0127,20120127
2623,20121501,0127,20120127
2624,20121502,0127,20120127
2625,20121503,0127,20120127
2626,20121504,0127,20120127
2627,20121505,0127,20120127
2628,20121506,0127,20120127
2629,20121507,0127,20120127
2630,20121508,0127,20120127
2631,20121509,0127,20120127
2632,20121510,0127,20120127
2633,20121511,0127,20120127
2634,20121512,0127,20120127
2635,20121513,0127,20120127
2636,20121601,0126,20120126
2637,20121602,0126,20120126
2638,20121603,0126,20120126
2639,20121604,0128,20120128
2640,20121605,0128,20120128
2641,20121606,0128,20120128
2642,20121607,0129,20120129
2643,20121608,0129,20120129
2644,20121609,0129,20120129
2645,20121610,0127,20120127
2646,20121611,0127,20120127
2647,20121612,0127,20120127
2648,20121613,0127,20120127
2649,20121614,0127,20120127
2650,20121701,0126,20120126
2651,20121702,0126,20120126
2652,20121703,0126,20120126
2653,20121704,0128,20120128
2654,20121705,0128,20120128
2655,20121706,0126,20120126
2656,20121707,0126,20120126
2657,20121708,0128,20120128
2658,20121801,0126,20120126
2659,20121802,0126,20120126
2660,20121803,0126,20120126
2661,20121804,0126,20120126
2662,20121805,0126,20120126
2663,20121806,0126,20120126
2664,20121807,0126,20120126
2665,20121808,0126,20120126
2666,20121809,0126,20120126
2667,20121810,0126,20120126
2668,20121811,0126,20120126
2669,20121812,0127,20120127
2670,20121813,0127,20120127
2671,20121901,0124,20120124
2672,20121902,0124,20120124
2673,20121903,0124,20120124
2674,20121904,0124,20120124
2675,20121905,0124,20120124
2676,20121906,0124,20120124
2677,20121907,0124,20120124
2678,20121908,0124,20120124
2679,20121909,0124,20120124
2680,20121910,0124,20120124
2681,20121911,0124,20120124
2682,20121912,0124,20120124
2683,20121913,0124,20120124
2684,20122001,0124,20120124
2685,20122002,0125,20120125
2686,20122003,0125,20120125
2687,20122004,0124,20120124
2688,20122005,0125,20120125
2689,20122006,0125,20120125
2690,20122007,0125,20120125
2691,20122008,0125,20120125
2692,20122101,0125,20120125
2693,20122102,0125,20120125
2694,20122103,0125,20120125
2695,20122104,0125,20120125
2696,20122105,0125,20120125
2697,20122106,0125,20120125
2698,20122107,0125,20120125
2699,20122108,0125,20120125
2700,20122109,0125,20120125
2701,20122110,0125,20120125
2702,20122201,0124,20120124
2703,20122202,0124,20120124
2704,20122203,0124,20120124
2705,20122204,0124,20120124
2706,20122205,0125,20120125
2707,20122206,0125,20120125
2708,20122207,0125,20120125
2709,20122208,0125,20120125
2710,20122209,0125,20120125
2711,20122210,0125,20120125
2712,20122211,0125,20120125
2713,20130101,0134,20130134
2714,20130102,0134,20130134
2715,20130103,0134,20130134
2716,20130104,0134,20130134
2717,20130105,0134,20130134
2718,20130106,0134,20130134
2719,20130107,0134,20130134
2720,20130108,0134,20130134
2721,20130109,0134,20130134
2722,20130110,0134,20130134
2723,20130111,0134,20130134
2724,20130112,0134,20130134
2725,20130113,0134,20130134
2726,20130114,0134,20130134
2727,20130201,0136,20130136
2728,20130202,0136,20130136
2729,20130203,0136,20130136
2730,20130204,0136,20130136
2731,20130205,0135,20130135
2732,20130206,0135,20130135
2733,20130207,0135,20130135
2734,20130208,0136,20130136
2735,20130209,0136,20130136
2736,20130210,0135,20130135
2737,20130211,0135,20130135
2738,20130301,0135,20130135
2739,20130302,0141,20130141
2740,20130303,0135,20130135
2741,20130304,0135,20130135
2742,20130305,0135,20130135
2743,20130306,0135,20130135
2744,20130307,0135,20130135
2745,20130308,0135,20130135
2746,20130309,0135,20130135
2747,20130310,0135,20130135
2748,20130401,0136,20130136
2749,20130402,0136,20130136
2750,20130403,0136,20130136
2751,20130404,0136,20130136
2752,20130405,0136,20130136
2753,20130406,0136,20130136
2754,20130407,0136,20130136
2755,20130408,0136,20130136
2756,20130409,0136,20130136
2757,20130410,0136,20130136
2758,20130411,0136,20130136
2759,20130412,0136,20130136
2760,20130413,0136,20130136
2761,20130414,0136,20130136
2762,20130501,0137,20130137
2763,20130502,0137,20130137
2764,20130503,0137,20130137
2765,20130504,0137,20130137
2766,20130505,0137,20130137
2767,20130506,0137,20130137
2768,20130507,0137,20130137
2769,20130508,0137,20130137
2770,20130601,0137,20130137
2771,20130602,0137,20130137
2772,20130603,0137,20130137
2773,20130604,0137,20130137
2774,20130605,0137,20130137
2775,20130606,0137,20130137
2776,20130607,0137,20130137
2777,20130608,0137,20130137
2778,20130701,0138,20130138
2779,20130702,0138,20130138
2780,20130703,0138,20130138
2781,20130704,0138,20130138
2782,20130705,0138,20130138
2783,20130706,0138,20130138
2784,20130707,0138,20130138
2785,20130708,0138,20130138
2786,20130709,0138,20130138
2787,20130801,0139,20130139
2788,20130802,0139,20130139
2789,20130803,0139,20130139
2790,20130804,0139,20130139
2791,20130805,0139,20130139
2792,20130806,0139,20130139
2793,20130807,0139,20130139
2794,20130808,0139,20130139
2795,20130809,0139,20130139
2796,20130810,0139,20130139
2797,20130901,0139,20130139
2798,20130902,0139,20130139
2799,20130903,0139,20130139
2800,20130904,0139,20130139
2801,20130905,0139,20130139
2802,20130906,0139,20130139
2803,20130907,0139,20130139
2804,20130908,0139,20130139
2805,20130909,0139,20130139
2806,20130910,0139,20130139
2807,20131001,0140,20130140
2808,20131002,0140,20130140
2809,20131003,0140,20130140
2810,20131004,0140,20130140
2811,20131005,0140,20130140
2812,20131006,0140,20130140
2813,20131007,0139,20130139
2814,20131008,0139,20130139
2815,20131009,0139,20130139
2816,20131010,0140,20130140
2817,20131011,0140,20130140
2818,20131101,0141,20130141
2819,20131102,0141,20130141
2820,20131103,0141,20130141
2821,20131104,0141,20130141
2822,20131105,0141,20130141
2823,20131106,0141,20130141
2824,20131107,0141,20130141
2825,20131201,0141,20130141
2826,20131202,0141,20130141
2827,20131203,0141,20130141
2828,20131204,0141,20130141
2829,20131205,0141,20130141
2830,20131206,0141,20130141
2831,20131207,0141,20130141
2832,20131208,0141,20130141
2833,20131209,0141,20130141
2834,20131210,0149,20140149
2835,20131301,0142,20130142
2836,20131302,0140,20130140
2837,20131303,0140,20130140
2838,20131304,0140,20130140
2839,20131305,0141,20130141
2840,20131306,0141,20130141
2841,20131307,0140,20130140
2842,20131308,0142,20130142
2843,20131309,0142,20130142
2844,20131310,0142,20130142
2845,20131311,0142,20130142
2846,20131312,0142,20130142
2847,20131313,0140,20130140
2848,20131314,0141,20130141
2849,20131401,0139,20130139
2850,20131402,0139,20130139
2851,20131403,0139,20130139
2852,20131404,0142,20130142
2853,20131405,0142,20130142
2854,20131406,0142,20130142
2855,20131407,0142,20130142
2856,20131408,0142,20130142
2857,20131409,0142,20130142
2858,20131410,0142,20130142
2859,20131411,0142,20130142
2860,20131501,0138,20130138
2861,20131502,0138,20130138
2862,20131503,0138,20130138
2863,20131504,0138,20130138
2864,20131505,0138,20130138
2865,20131506,0143,20130143
2866,20131507,0143,20130143
2867,20131508,0143,20130143
2868,20131509,0143,20130143
2869,20131510,0143,20130143
2870,20131511,0143,20130143
2871,20131512,0143,20130143
2872,20131601,0138,20130138
2873,20131602,0138,20130138
2874,20131603,0138,20130138
2875,20131604,0138,20130138
2876,20131605,0138,20130138
2877,20131606,0138,20130138
2878,20131607,0138,20130138
2879,20131608,0138,20130138
2880,20131609,0138,20130138
2881,20131610,0138,20130138
2882,20131611,0138,20130138
2883,20131612,0138,20130138
2884,20131613,0138,20130138
2885,20131701,0138,20130138
2886,20131702,0138,20130138
2887,20131703,0138,20130138
2888,20131704,0138,20130138
2889,20131705,0138,20130138
2890,20131706,0138,20130138
2891,20131707,0138,20130138
2892,20131708,0138,20130138
2893,20131709,0138,20130138
2894,20131710,0138,20130138
2895,20131711,0138,20130138
2896,20131801,0144,20130144
2897,20131802,0138,20130138
2898,20131803,0138,20130138
2899,20131804,0144,20130144
2900,20131805,0144,20130144
2901,20131806,0144,20130144
2902,20131807,0144,20130144
2903,20131808,0144,20130144
2904,20131809,0144,20130144
2905,20131810,0144,20130144
2906,20131901,0143,20130143
2907,20131902,0143,20130143
2908,20131903,0143,20130143
2909,20131904,0143,20130143
2910,20131905,0143,20130143
2911,20131906,0144,20130144
2912,20131907,0144,20130144
2913,20131908,0144,20130144
2914,20131909,0143,20130143
2915,20131910,0143,20130143
2916,20131911,0143,20130143
2917,20131912,0144,20130144
2918,20132001,0143,20130143
2919,20132002,0143,20130143
2920,20132003,0143,20130143
2921,20132004,0143,20130143
2922,20132005,0143,20130143
2923,20132006,0143,20130143
2924,20132007,0143,20130143
2925,20132008,0143,20130143
2926,20132009,0143,20130143
2927,20132010,0143,20130143
2928,20132011,0143,20130143
2929,20132012,0143,20130143
2930,20132101,0142,20130142
2931,20132102,0142,20130142
2932,20132103,0142,20130142
2933,20132104,0142,20130142
2934,20132105,0142,20130142
2935,20132106,0142,20130142
2936,20132107,0142,20130142
2937,20132108,0142,20130142
2938,20132109,0142,20130142
2939,20132110,0142,20130142
2940,20132201,0142,20130142
2941,20132202,0142,20130142
2942,20132203,0142,20130142
2943,20132204,0142,20130142
2944,20132205,0142,20130142
2945,20132206,0142,20130142
2946,20132207,0142,20130142
2947,20132208,0142,20130142
2948,20132209,0142,20130142
2949,20132301,0147,20130147
2950,20132302,0147,20130147
2951,20132303,0147,20130147
2952,20132304,0147,20130147
2953,20132305,0147,20130147
2954,20132306,0147,20130147
2955,20132307,0147,20130147
2956,20132308,0147,20130147
2957,20132309,0147,20130147
2958,20132310,0147,20130147
2959,20132311,0147,20130147
2960,20132401,0145,20130145
2961,20132402,0145,20130145
2962,20132403,0145,20130145
2963,20132404,0145,20130145
2964,20132405,0145,20130145
2965,20132406,0145,20130145
2966,20132407,0145,20130145
2967,20132408,0145,20130145
2968,20132409,0145,20130145
2969,20132410,0145,20130145
2970,20132501,0145,20130145
2971,20132502,0145,20130145
2972,20132503,0145,20130145
2973,20132504,0145,20130145
2974,20132505,0145,20130145
2975,20132506,0145,20130145
2976,20132507,0145,20130145
2977,20132508,0146,20130146
2978,20132601,0145,20130145
2979,20132602,0145,20130145
2980,20132603,0145,20130145
2981,20132604,0145,20130145
2982,20132605,0145,20130145
2983,20132606,0146,20130146
2984,20132607,0146,20130146
2985,20132608,0146,20130146
2986,20132609,0146,20130146
2987,20132610,0146,20130146
2988,20132611,0146,20130146
2989,20132701,0147,20130147
2990,20132702,0147,20130147
2991,20132703,0147,20130147
2992,20132704,0147,20130147
2993,20132705,0147,20130147
2994,20132706,0147,20130147
2995,20132707,0147,20130147
2996,20132708,0147,20130147
2997,20132709,0147,20130147
2998,20132801,0147,20130147
2999,20132802,0147,20130147
3000,20132803,0147,20130147
3001,20132804,0147,20130147
3002,20132805,0147,20130147
3003,20132806,0147,20130147
3004,20132807,0147,20130147
3005,20132808,0147,20130147
3006,20132809,0147,20130147
3007,20132810,0147,20130147
3008,20132901,0146,20130146
3009,20132902,0146,20130146
3010,20132903,0146,20130146
3011,20132904,0146,20130146
3012,20132905,0146,20130146
3013,20132906,0146,20130146
3014,20132907,0146,20130146
3015,20132908,0146,20130146
3016,20132909,0146,20130146
3017,20132910,0146,20130146
3018,20132911,0146,20130146
3019,20140101,0148,20140148
3020,20140102,0148,20140148
3021,20140103,0148,20140148
3022,20140104,0148,20140148
3023,20140105,0148,20140148
3024,20140106,0148,20140148
3025,20140107,0148,20140148
3026,20140108,0148,20140148
3027,20140109,0148,20140148
3028,20140110,0148,20140148
3029,20140201,0148,20140148
3030,20140202,0149,20140149
3031,20140203,0149,20140149
3032,20140204,0149,20140149
3033,20140205,0149,20140149
3034,20140206,0149,20140149
3035,20140207,0149,20140149
3036,20140208,0149,20140149
3037,20140209,0149,20140149
3038,20140210,0149,20140149
3039,20140301,0149,20140149
3040,20140302,0149,20140149
3041,20140303,0149,20140149
3042,20140304,0149,20140149
3043,20140305,0149,20140149
3044,20140306,0149,20140149
3045,20140307,0149,20140149
3046,20140308,0149,20140149
3047,20140309,0149,20140149
3048,20140310,0149,20140149
3049,20140311,0149,20140149
3050,20140312,0149,20140149
3051,20140401,0148,20140148
3052,20140402,0148,20140148
3053,20140403,0148,20140148
3054,20140404,0148,20140148
3055,20140405,0148,20140148
3056,20140406,0148,20140148
3057,20140407,0148,20140148
3058,20140408,0148,20140148
3059,20140409,0148,20140148
3060,20140410,0155,20140155
3061,20140501,0155,20140155
3062,20140502,0155,20140155
3063,20140503,0148,20140148
