,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
1332,020060804,POINT (-58.43581198797491 -34.61356864769955),Comuna 6,0068,020060068
1333,020060805,POINT (-58.436101007365366 -34.61474850190086),Comuna 6,0068,020060068
1334,020060806,POINT (-58.43483427929148 -34.61428303435005),Comuna 6,0068,020060068
1335,020060807,POINT (-58.433998216066016 -34.61444900803927),Comuna 6,0068,020060068
1336,020060808,POINT (-58.431997967033986 -34.61288729771205),Comuna 6,0068,020060068
1337,020060809,POINT (-58.43089518174156 -34.61165413754365),Comuna 6,0068,020060068
1338,020060810,POINT (-58.430646732936715 -34.61276770147613),Comuna 6,0068,020060068
1343,020060905,POINT (-58.43686439524949 -34.61607000765372),Comuna 6,0068,020060068
1341,020060903,POINT (-58.4373958114654 -34.61797798152988),Comuna 6,0071,020060071
1353,020061005,POINT (-58.43864289669211 -34.61854024487603),Comuna 6,0071,020060071
1354,020061006,POINT (-58.43988225464057 -34.6190857645861),Comuna 6,0071,020060071
1355,020061007,POINT (-58.44110212743089 -34.61962819268647),Comuna 6,0071,020060071
1356,020061008,POINT (-58.44240125860936 -34.62020551079723),Comuna 6,0071,020060071
1357,020061009,POINT (-58.4434268247189 -34.62064488349521),Comuna 6,0071,020060071
1358,020061010,POINT (-58.44420695099471 -34.620952628419694),Comuna 6,0071,020060071
1373,020061205,POINT (-58.445042900391584 -34.621359610769325),Comuna 6,0071,020060071
1401,020061502,POINT (-58.4431979430362 -34.622141594251254),Comuna 6,0071,020060071
1402,020061503,POINT (-58.44266349485852 -34.62341320342899),Comuna 6,0071,020060071
1403,020061504,POINT (-58.44254816746419 -34.624569282229444),Comuna 6,0071,020060071
1405,020061506,POINT (-58.443053910448754 -34.62598857582534),Comuna 6,0071,020060071
1406,020061507,POINT (-58.44178163294297 -34.62807307080648),Comuna 6,0071,020060071
1410,020061601,POINT (-58.441319396437585 -34.623373482776664),Comuna 6,0071,020060071
1411,020061602,POINT (-58.44111870867038 -34.625184417987406),Comuna 6,0071,020060071
1412,020061603,POINT (-58.440056065168385 -34.623946601180535),Comuna 6,0071,020060071
1413,020061604,POINT (-58.43882419816586 -34.62464487593383),Comuna 6,0071,020060071
1414,020061605,POINT (-58.43737183579348 -34.623929675172185),Comuna 6,0071,020060071
1415,020061606,POINT (-58.437240878178415 -34.62535383009481),Comuna 6,0071,020060071
1416,020061607,POINT (-58.43755956899029 -34.62668012604166),Comuna 6,0071,020060071
1417,020061608,POINT (-58.44007915068926 -34.62649047065585),Comuna 6,0071,020060071
1418,020061609,POINT (-58.43861799431628 -34.62805354273211),Comuna 6,0071,020060071
1419,020061610,POINT (-58.436106327084495 -34.62770650402272),Comuna 6,0071,020060071
1420,020061611,POINT (-58.434868361005826 -34.62683545192569),Comuna 6,0071,020060071
1421,020061701,POINT (-58.441653010258335 -34.62187080442286),Comuna 6,0071,020060071
1422,020061702,POINT (-58.440435605389965 -34.62036345223143),Comuna 6,0071,020060071
1423,020061703,POINT (-58.43818083423996 -34.61956009862701),Comuna 6,0071,020060071
1424,020061704,POINT (-58.43820815600805 -34.62079798191311),Comuna 6,0071,020060071
1425,020061705,POINT (-58.439696982637834 -34.62113699229428),Comuna 6,0071,020060071
1426,020061706,POINT (-58.439871451561466 -34.622424110234775),Comuna 6,0071,020060071
1427,020061707,POINT (-58.43846342085973 -34.622414250837444),Comuna 6,0071,020060071
1428,020061801,POINT (-58.4368378086421 -34.61906992578422),Comuna 6,0071,020060071
1429,020061802,POINT (-58.43685266269558 -34.620299634376714),Comuna 6,0071,020060071
1445,020062001,POINT (-58.43745966364168 -34.62179076405219),Comuna 6,0071,020060071
1446,020062002,POINT (-58.43706161301365 -34.62272709662688),Comuna 6,0071,020060071
1447,020062003,POINT (-58.435713088336676 -34.62224598569859),Comuna 6,0071,020060071
1448,020062004,POINT (-58.43601961565134 -34.62103011401652),Comuna 6,0071,020060071
1455,020062101,POINT (-58.43530668904136 -34.62522923969192),Comuna 6,0071,020060071
1456,020062102,POINT (-58.43539199617371 -34.623825217150014),Comuna 6,0071,020060071
1342,020060904,POINT (-58.436282484512105 -34.61721342393817),Comuna 6,0069,020060069
1344,020060906,POINT (-58.4344626514692 -34.61642614914721),Comuna 6,0069,020060069
1345,020060907,POINT (-58.43290022232036 -34.61491161516326),Comuna 6,0069,020060069
1346,020060908,POINT (-58.432498083200926 -34.615840182263845),Comuna 6,0069,020060069
1347,020060909,POINT (-58.431343135090216 -34.61527963342475),Comuna 6,0069,020060069
1348,020060910,POINT (-58.430888856699376 -34.61445632259676),Comuna 6,0069,020060069
1430,020061803,POINT (-58.435009279701575 -34.61975440287522),Comuna 6,0069,020060069
1431,020061804,POINT (-58.433677800122155 -34.618085349011416),Comuna 6,0069,020060069
1432,020061805,POINT (-58.431540983087096 -34.61687590706128),Comuna 6,0069,020060069
1433,020061806,POINT (-58.43049713208734 -34.61654949548726),Comuna 6,0069,020060069
1434,020061807,POINT (-58.429476134814486 -34.616210863637065),Comuna 6,0069,020060069
1435,020061808,POINT (-58.42938780160195 -34.61781282319265),Comuna 6,0069,020060069
1436,020061809,POINT (-58.43072970846552 -34.61799999799085),Comuna 6,0069,020060069
1437,020061901,POINT (-58.43376317044785 -34.619565038511396),Comuna 6,0069,020060069
1438,020061902,POINT (-58.432312477942816 -34.619373165889805),Comuna 6,0069,020060069
1439,020061903,POINT (-58.43063463337303 -34.61916355342268),Comuna 6,0069,020060069
1440,020061904,POINT (-58.42913868612833 -34.618953702379656),Comuna 6,0069,020060069
1441,020061905,POINT (-58.4288926769919 -34.62012788536747),Comuna 6,0069,020060069
1442,020061906,POINT (-58.43039539112627 -34.62029807727146),Comuna 6,0069,020060069
1443,020061907,POINT (-58.43199471325418 -34.62045917203399),Comuna 6,0069,020060069
1444,020061908,POINT (-58.43336997585052 -34.620615039765966),Comuna 6,0069,020060069
1449,020062005,POINT (-58.43463588519528 -34.62075810471707),Comuna 6,0069,020060069
1450,020062006,POINT (-58.434254460152104 -34.62207827182061),Comuna 6,0069,020060069
1451,020062007,POINT (-58.43298970028432 -34.62198673671447),Comuna 6,0069,020060069
1452,020062008,POINT (-58.43166661112929 -34.62181502890629),Comuna 6,0069,020060069
1453,020062009,POINT (-58.43014264067985 -34.621645201830624),Comuna 6,0069,020060069
1454,020062010,POINT (-58.428642818389704 -34.621464089703444),Comuna 6,0069,020060069
1457,020062103,POINT (-58.43326190885355 -34.623617978596265),Comuna 6,0069,020060069
1458,020062104,POINT (-58.43127775098567 -34.62336087795428),Comuna 6,0069,020060069
1459,020062105,POINT (-58.42981733858765 -34.62314930989983),Comuna 6,0069,020060069
1460,020062106,POINT (-58.42834364255929 -34.62293736555497),Comuna 6,0069,020060069
1461,020062107,POINT (-58.428783769245946 -34.62453415530885),Comuna 6,0069,020060069
1462,020062108,POINT (-58.43152986291908 -34.6252535519296),Comuna 6,0069,020060069
1463,020062109,POINT (-58.43346414698864 -34.62617306646038),Comuna 6,0069,020060069
1464,020062110,POINT (-58.43112703735254 -34.62697822301022),Comuna 6,0069,020060069
1465,020062111,POINT (-58.42842475989206 -34.626246503186046),Comuna 6,0069,020060069
1374,020061206,POINT (-58.44580562668525 -34.621653111627175),Comuna 6,0074,020060074
1375,020061207,POINT (-58.44672444273884 -34.622060997750616),Comuna 6,0074,020060074
1376,020061208,POINT (-58.447859484130454 -34.62252045202493),Comuna 6,0074,020060074
1377,020061209,POINT (-58.449044400022885 -34.62299148820131),Comuna 6,0074,020060074
1378,020061210,POINT (-58.450308004653586 -34.6234912855535),Comuna 6,0074,020060074
1379,020061211,POINT (-58.452100334943665 -34.62419380810404),Comuna 6,0074,020060074
1380,020061212,POINT (-58.45378692045935 -34.624851415807655),Comuna 6,0074,020060074
1381,020061301,POINT (-58.45273947924663 -34.62578875794),Comuna 6,0074,020060074
1382,020061302,POINT (-58.450728734356225 -34.624947437193896),Comuna 6,0074,020060074
1383,020061303,POINT (-58.45027948208536 -34.62596588032725),Comuna 6,0074,020060074
1384,020061304,POINT (-58.45220501052686 -34.62689312757361),Comuna 6,0074,020060074
1385,020061305,POINT (-58.451590713990065 -34.62784949866727),Comuna 6,0074,020060074
1386,020061306,POINT (-58.45016384077822 -34.62737103937415),Comuna 6,0074,020060074
1387,020061307,POINT (-58.44877823030868 -34.62802081018641),Comuna 6,0074,020060074
1388,020061308,POINT (-58.4500333274352 -34.629528402071784),Comuna 6,0074,020060074
1389,020061309,POINT (-58.45124048190895 -34.628837162059284),Comuna 6,0074,020060074
1390,020061401,POINT (-58.44883738519237 -34.62415540652288),Comuna 6,0074,020060074
1391,020061402,POINT (-58.448467019080624 -34.625111266131),Comuna 6,0074,020060074
1392,020061403,POINT (-58.44733804763737 -34.62406610905658),Comuna 6,0074,020060074
1393,020061404,POINT (-58.44614859640187 -34.623508722691554),Comuna 6,0074,020060074
1394,020061405,POINT (-58.445276410081966 -34.62529285498863),Comuna 6,0074,020060074
1395,020061406,POINT (-58.446455588761864 -34.62622848653268),Comuna 6,0074,020060074
1396,020061407,POINT (-58.44829514765405 -34.62613944607992),Comuna 6,0074,020060074
1397,020061408,POINT (-58.44790858289455 -34.62710864255522),Comuna 6,0074,020060074
1398,020061409,POINT (-58.446692667675634 -34.628022807710934),Comuna 6,0074,020060074
1399,020061410,POINT (-58.446241080620446 -34.629199672259986),Comuna 6,0074,020060074
1400,020061501,POINT (-58.4445208953815 -34.623066974836945),Comuna 6,0074,020060074
1404,020061505,POINT (-58.44402070357113 -34.62467745040254),Comuna 6,0074,020060074
1407,020061508,POINT (-58.44371759665367 -34.6274906599595),Comuna 6,0074,020060074
1408,020061509,POINT (-58.44474079056494 -34.62766465861388),Comuna 6,0074,020060074
1409,020061510,POINT (-58.44389821975671 -34.628830390150384),Comuna 6,0074,020060074
1466,020070101,POINT (-58.476231613261 -34.62319528684091),Comuna 7,0079,020070079
1467,020070102,POINT (-58.47439161527405 -34.62213873151278),Comuna 7,0079,020070079
1468,020070103,POINT (-58.47338588005061 -34.62439052255137),Comuna 7,0079,020070079
1469,020070104,POINT (-58.4748653721946 -34.625714486199826),Comuna 7,0079,020070079
1470,020070105,POINT (-58.47430735149404 -34.628623686199994),Comuna 7,0079,020070079
1471,020070106,POINT (-58.4727942295293 -34.627890585226346),Comuna 7,0079,020070079
1472,020070107,POINT (-58.47143529286526 -34.62865067470321),Comuna 7,0079,020070079
1476,020070201,POINT (-58.47200139828983 -34.62074177705525),Comuna 7,0079,020070079
1477,020070202,POINT (-58.4697335933047 -34.619070618452845),Comuna 7,0079,020070079
1478,020070203,POINT (-58.46835754717226 -34.62101783733318),Comuna 7,0079,020070079
1479,020070204,POINT (-58.47029350415586 -34.62233850725107),Comuna 7,0079,020070079
1480,020070205,POINT (-58.47211449588183 -34.623465125699774),Comuna 7,0079,020070079
1481,020070206,POINT (-58.471993186118496 -34.62580496635775),Comuna 7,0079,020070079
1482,020070207,POINT (-58.469368423520635 -34.62443176290304),Comuna 7,0079,020070079
1483,020070208,POINT (-58.46729889595703 -34.62378603348262),Comuna 7,0079,020070079
1523,020070701,POINT (-58.470452926847095 -34.62719525276726),Comuna 7,0079,020070079
1524,020070702,POINT (-58.46932765571181 -34.626265332665646),Comuna 7,0079,020070079
1525,020070703,POINT (-58.46796577781712 -34.6258366859847),Comuna 7,0079,020070079
1526,020070704,POINT (-58.46659162186617 -34.62540480393996),Comuna 7,0079,020070079
1527,020070705,POINT (-58.46611875526509 -34.626481695731044),Comuna 7,0079,020070079
1528,020070706,POINT (-58.46817662199586 -34.62710802320603),Comuna 7,0079,020070079
1529,020070707,POINT (-58.46771571286403 -34.627963167690496),Comuna 7,0079,020070079
1530,020070708,POINT (-58.466084214437615 -34.628142828213214),Comuna 7,0079,020070079
1473,020070108,POINT (-58.470708197781086 -34.63027533909342),Comuna 7,0082,020070082
1474,020070109,POINT (-58.47272202860379 -34.63060329497357),Comuna 7,0082,020070082
1475,020070110,POINT (-58.471221368703276 -34.63195266952942),Comuna 7,0082,020070082
1531,020070709,POINT (-58.468858396257616 -34.62954902420751),Comuna 7,0082,020070082
1532,020070710,POINT (-58.46676347420206 -34.62926415522255),Comuna 7,0082,020070082
1533,020070711,POINT (-58.46508818271277 -34.628831649559075),Comuna 7,0082,020070082
1534,020070801,POINT (-58.46866214887643 -34.63124457248469),Comuna 7,0082,020070082
1535,020070802,POINT (-58.46704498966392 -34.63145099001636),Comuna 7,0082,020070082
1536,020070803,POINT (-58.46807965288603 -34.63252477500729),Comuna 7,0082,020070082
1537,020070804,POINT (-58.47011809293455 -34.63312871953411),Comuna 7,0082,020070082
1538,020070805,POINT (-58.47111952818846 -34.634969526327424),Comuna 7,0082,020070082
1539,020070806,POINT (-58.46957604608088 -34.634291557810975),Comuna 7,0082,020070082
1540,020070807,POINT (-58.467579652911645 -34.63367903218383),Comuna 7,0082,020070082
1541,020070808,POINT (-58.46783979194997 -34.635022130020566),Comuna 7,0082,020070082
1544,020070903,POINT (-58.46304082729542 -34.63357280756308),Comuna 7,0082,020070082
1545,020070904,POINT (-58.465069638646376 -34.63418379557035),Comuna 7,0082,020070082
1546,020070905,POINT (-58.46623386277573 -34.633278593728114),Comuna 7,0082,020070082
1547,020070906,POINT (-58.464197826779035 -34.632656078232884),Comuna 7,0082,020070082
1550,020070909,POINT (-58.464546552266874 -34.63007786983013),Comuna 7,0082,020070082
1551,020070910,POINT (-58.46592843216235 -34.6304741243164),Comuna 7,0082,020070082
1552,020070911,POINT (-58.4653814471232 -34.63170321303297),Comuna 7,0082,020070082
1484,020070209,POINT (-58.46668644015536 -34.62199172359377),Comuna 7,0080,020070080
1485,020070301,POINT (-58.467687821950996 -34.618708188470436),Comuna 7,0080,020070080
1486,020070302,POINT (-58.466387980468944 -34.617639775058315),Comuna 7,0080,020070080
1487,020070303,POINT (-58.46419773425355 -34.617396147194754),Comuna 7,0080,020070080
1488,020070304,POINT (-58.465563472046085 -34.619843474102254),Comuna 7,0080,020070080
1489,020070305,POINT (-58.46504838645779 -34.62182426844549),Comuna 7,0080,020070080
1490,020070306,POINT (-58.46363201048421 -34.61982576309775),Comuna 7,0080,020070080
1491,020070307,POINT (-58.462156091674494 -34.620829166014715),Comuna 7,0080,020070080
1495,020070401,POINT (-58.46323288783017 -34.616283363587165),Comuna 7,0080,020070080
1496,020070402,POINT (-58.46202103388916 -34.615923374736255),Comuna 7,0080,020070080
1497,020070403,POINT (-58.46051897750896 -34.61520631970971),Comuna 7,0080,020070080
1498,020070404,POINT (-58.45939934103314 -34.61551061861109),Comuna 7,0080,020070080
1499,020070405,POINT (-58.459403516300796 -34.61717850713622),Comuna 7,0080,020070080
1500,020070406,POINT (-58.461602304968245 -34.61793881277884),Comuna 7,0080,020070080
1501,020070407,POINT (-58.4600471349966 -34.62057420539625),Comuna 7,0080,020070080
1502,020070408,POINT (-58.458743902058245 -34.61866799606688),Comuna 7,0080,020070080
1503,020070409,POINT (-58.45812605582471 -34.61982252859799),Comuna 7,0080,020070080
1492,020070308,POINT (-58.46074857471153 -34.6221576081845),Comuna 7,0081,020070081
1493,020070309,POINT (-58.462506111594045 -34.62279135676242),Comuna 7,0081,020070081
1494,020070310,POINT (-58.46494995723662 -34.62364372987679),Comuna 7,0081,020070081
1504,020070410,POINT (-58.457517435078145 -34.62100450469606),Comuna 7,0081,020070081
1506,020070502,POINT (-58.45893958089186 -34.62620551786689),Comuna 7,0081,020070081
1507,020070503,POINT (-58.45762560559566 -34.625504321122655),Comuna 7,0081,020070081
1509,020070505,POINT (-58.45606370409723 -34.62361380339078),Comuna 7,0081,020070081
1510,020070506,POINT (-58.458243786600306 -34.62394039782331),Comuna 7,0081,020070081
1511,020070507,POINT (-58.45889946812467 -34.62284649862518),Comuna 7,0081,020070081
1512,020070508,POINT (-58.46010716212271 -34.62394626590815),Comuna 7,0081,020070081
1513,020070509,POINT (-58.46121045047278 -34.6251993425323),Comuna 7,0081,020070081
1514,020070601,POINT (-58.46197327021077 -34.62393059268298),Comuna 7,0081,020070081
1515,020070602,POINT (-58.463714963980514 -34.624522942247815),Comuna 7,0081,020070081
1516,020070603,POINT (-58.465152494020124 -34.62496108702102),Comuna 7,0081,020070081
1517,020070604,POINT (-58.46468463845276 -34.62605199391478),Comuna 7,0081,020070081
1518,020070605,POINT (-58.463229305382285 -34.62564774809035),Comuna 7,0081,020070081
1519,020070606,POINT (-58.462956016830525 -34.62658846135109),Comuna 7,0081,020070081
1520,020070607,POINT (-58.46270301968259 -34.62720045000883),Comuna 7,0081,020070081
1505,020070501,POINT (-58.45982331786093 -34.62689996878893),Comuna 7,0083,020070083
1508,020070504,POINT (-58.45640644387098 -34.625881364366286),Comuna 7,0083,020070083
1521,020070608,POINT (-58.46291867000598 -34.6282339870494),Comuna 7,0083,020070083
